InChiKey_GC_Name,ID_UALib,Name1_UALib,Name2_UALib,CAS_UALib,Formel_UALib,BPMZ_UALib,RT_UALib,RI_UALib,MW_UALib,Bem_UALib,MF_UALib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDECIBYCCFPHNR-UHFFFAOYSA-N,368,Chrysene,Chrysene,218-01-9,C18H12,228,26.9573,2497,228.0939004,"PAK, Std",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXBHBZVCASKNBY-UHFFFAOYSA-N,369,Tetraphene,Benz(a)anthracene,56-55-3,C18H12,228,26.8623,2486,228.0939004,"PAK, Std",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXQBHARYMNFBPS-UHFFFAOYSA-N,370,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene",193-39-5,C22H12,276,32.9431,3267,276.0939004,"PAK, Std",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSHWQDPOILHKBI-AQZSQYOVSA-N,371,(~2~H_12_)Perylene,(~2~H_12_)Perylene,1520-96-3,C20D12,264,30.2561,2918,264.1692213,"PAK, Std, IS",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXBHBZVCASKNBY-AQZSQYOVSA-N,372,(~2~H_12_)Tetraphene,Tetraphene-d12,1718-53-2,C18D12,240,26.8103,2480,240.1692213,"PAK, Std, IS",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIHNNTQXNPWCJQ-QNNBDYQESA-N,373,(~2~H_10_)-9H-Fluorene,Fluorene-d10,81103-79-9,C13D10,176,17.772,1588,176.1410178,"PAK, Std, IS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUPYJHCZDLZNFP-UHFFFAOYSA-N,374,Butyl butanoate,Butyl butyrate,109-21-7,C8H16O2,71,8.2783,998,144.1150298,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XMSXQFUHVRWGNA-UHFFFAOYSA-N,375,"2,2,4,4,6,6,8,8,10,10-Decamethyl-1,3,5,7,9,2,4,6,8,10-pentoxapentasilecane",Decamethylcyclopentasiloxane,541-02-6,C10H30O5Si5,73,11.5241,1163,370.0939567,Säule,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLYXXMFPNIAWKQ-SHFUYGGZSA-N,376,"(1R,2R,3R,4R,5S,6S)-1,2,3,4,5,6-Hexachlorocyclohexane","alpha-1,2,3,4,5,6-Hexachlorocyclohexane",319-84-6,C6H6Cl6,181,19.2707,1713,287.8600664,"CKW, Std",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLYXXMFPNIAWKQ-CDRYSYESSA-N,377,"(1r,2r,3r,4r,5r,6r)-1,2,3,4,5,6-Hexachlorocyclohexane",beta-Hexachlorocyclohexane,319-85-7,C6H6Cl6,183,19.8835,1765,287.8600664,"CKW, Std",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLYXXMFPNIAWKQ-GNIYUCBRSA-N,378,"(1R,2S,3r,4R,5S,6r)-1,2,3,4,5,6-Hexachlorocyclohexane",Lindane,58-89-9,C6H6Cl6,181,20.0203,1777,287.8600664,"CKW, Std",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLYXXMFPNIAWKQ-GPIVLXJGSA-N,379,"(1R,2S,3r,4R,5S,6s)-1,2,3,4,5,6-Hexachlorocyclohexane",delta-Hexachlorocyclohexane,319-86-8,C6H6Cl6,181,20.5578,1825,287.8600664,"CKW, Std",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QWUWMCYKGHVNAV-UHFFFAOYSA-N,380,"1,1'-(Ethane-1,2-diyl)dibenzene",Bibenzyl,103-29-7,C14H14,91,17.0119,1525,182.1095505,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OYGXFRZNLCWGOZ-UHFFFAOYSA-N,381,5-Propyldecane,5-Propyldecane,17312-62-8,C13H28,57,13.0784,1249,184.2191009,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMZNFELFMFOGCC-UHFFFAOYSA-N,382,"2,4-Dimethylundecane","2,4-Dimethylundecane",17312-80-0,C13H28,85,12.4063,1212,184.2191009,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZQPPMHVWECSIRJ-KTKRTIGZSA-N,383,(9Z)-Octadec-9-enoic acid,Oleic acid,112-80-1,C18H34O2,83,23.7907,2145,282.2558803,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDTIDQXHYVFIKB-HZJYTTRNSA-N,384,"Benzyl (9Z,12Z)-octadeca-9,12-dienoate",Benzyl linoleate,47557-83-5,C25H38O2,91,29.065,2765,370.2871805,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZTAPVBKUXXDLY-UHFFFAOYSA-N   ,385,"1,2-Benzenedicarboxylic acid, didecan-2-yl ester",Didecan-2-yl phthalate,28029-89-2,C28H46O4,149,29.6907,2847,446.33961,Weichmacher/ Phthalat,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HERSSAVMHCMYSQ-UHFFFAOYSA-N,386,"1,8-Diazacyclotetradecane-2,9-dione","1,8-Diazacyclotetradecane-2,9-dione",5776-79-4,C12H22N2O2,114,25.2037,2196,226.168128,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPGPAVAKSZHMBP-UHFFFAOYSA-N,387,9-Methylanthracene,"Anthracene, 9-methyl-",779-02-2,C15H12,192,21.8278,1980,192.093901,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANLOADZXMMCQA-UHFFFAOYSA-N,388,2-Methyl-phenanthrene,"Phenanthrene, 2-methyl-",2531-84-2,C15H12,192,21.7704,1898,192.093901,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQBHYWDCHSZDQU-UHFFFAOYSA-N,389,"Benzenamine, 4-(1,1,3,3-tetramethylbutyl)-N-[4-(1,1,3,3-tetramethylbutyl)phenyl]-","Benzenamine, 4-(1,1,3,3-tetramethylbutyl)-N-[4-(1,1,3,3-tetramethylbutyl)phenyl]-",15721-78-5,C28H43N,322,30.6262,2846,393.33955,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QPUYECUOLPXSFR-UHFFFAOYSA-N,390,"Naphthalene, 1-methyl",1-Methylnaphthalene                 P566,90-12-0,C11H10,142,14.0639,1307,142.07825,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQEZCXVZFLOKMC-UHFFFAOYSA-N,391,1-Hexadecene,Cetene,629-73-2,C16H32,83,17.844,1592,224.2504015,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBKVHLHDHHXQEQ-UHFFFAOYSA-N,392,"2H-Azepin-2-one, hexahydro-",Caprolactam,105-60-2,C6H11NO,113,13.0771,1253,113.084064,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STCOOQWBFONSKY-UHFFFAOYSA-N,395,Tributyl phosphate,Tributyl phosphate,126-73-8,C12H27O4P,99,18.6179,1659,266.1646963,"Std, LC",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNICXCGAKADSCV-JTQLQIEISA-N,396,"Pyridine, 3-(1-methyl-2-pyrrolidinyl)-, (S)-",Nicotine,54-11-5,C10H14N2,84,14.7095,1362,162.115699,"Std, LC",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMOXZBCLCQITDF-UHFFFAOYSA-N,397,"Benzamide, N,N-diethyl-3-methyl-",Diethyltoluamide,134-62-3,C12H17NO,119,17.8236,1592,191.131014,"Std, LC",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PXWLVJLKJGVOKE-UHFFFAOYSA-N,398,"2,3-Dimethyl-4-isopropyl-1-phenyl-3H-pyrazolin-5-one",Propyphenazone,479-92-5,C14H18N2O,215,22.2185,1939,230.141913,"Std, LC",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZZNDPSIHUTMOC-UHFFFAOYSA-N,399,Triphenyl phosphate,Triphenyl phosphate,115-86-6,C18H15O4P,326,26.3113,2420,326.071,"Std, LC",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQUQLFOMPYWACS-UHFFFAOYSA-N,400,Tris(2-chloroethyl) phosphate,Tri(2-chloroethyl) phosphate,115-96-8,C6H12Cl3O4P,249,20.0194,1777,283.953879,"Std, LC",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXQOBQJCDNLAPO-UHFFFAOYSA-N,403,"2,3-Dimethylpyrazine","Pyrazine, 2,3-dimethyl-",5910-89-4,C6H8N2,108,6.4913,920,108.0687483,,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTDJPCNNEPUOOQ-UHFFFAOYSA-N,405,"2,2,4,4,6,6-Hexamethyl-1,3,5,2,4,6-trioxatrisilinane","Cyclotrisiloxane, hexamethyl-",541-05-9,C6H18O3Si3,207,4.4784,851,222.056374,Säule,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONKNPOPIGWHAQC-UHFFFAOYSA-N,406,"4,6,6,7,8,8-Hexamethyl-1,3,4,6,7,8-hexahydroindeno[5,6-c]pyran","Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-",1222-05-5,C18H26O,243,21.0307,1851,258.1983655,"Duftstoff in Waschmitteln/Reinigungsmitteln, über 1000t/a weltweit",93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNRUBQQJIBEYMU-UHFFFAOYSA-N,407,Dodecane,Dodecane,112-40-3,C12H26,57,12.2526,1200,170.203,KW,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XGJPUQFWFRCCFO-UHFFFAOYSA-N,408,"3,3,4,4-Tetramethyl-2,5-pyrrolidinedione",Tetramethyl succinimide,3566-61-8,C8H13NO2,84,13.1786,1203,155.094628,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMYRWZFENFIFIT-UHFFFAOYSA-N,410,p-Toluenesulfamide,"Benzenesulfonamide, 4-methyl-",70-55-3,C7H9NO2S,91,18.8238,1673,171.035399,pTSA-Std,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYKYXWQEBUNJCN-UHFFFAOYSA-N,411,"3-Methyl-2,5-furandione","2,5-Furandione, 3-methyl-",616-02-4,C5H4O3,68,7.1456,949,112.016044,,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGTNSSLYPYDJGL-UHFFFAOYSA-N,412,Phenyl isocyanate,"Benzene, isocyanato-",103-71-9,C7H5NO,119,7.4388,979,119.0371137,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGHCVCJVXZWKCC-UHFFFAOYSA-N,416,Tetradecane,Tetradecane,629-59-4,C14H30,57,15.2987,1400,198.234751,KW,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFOZVQLOBQUTQQ-UHFFFAOYSA-N,418,"Tributyl 2-hydroxy-1,2,3-propanetricarboxylate  ",Butyl citrate,77-94-1,C18H32O7,185,24.3237,2150,360.214804,,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSJKGSCJYJTIGS-UHFFFAOYSA-N,419,Undecane,Undecane,1120-21-4,C11H24,57,10.4696,1100,156.1878008,KW,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIOQZVSQGTUSAI-UHFFFAOYSA-N,420,Decane,Decane,124-18-5,C10H22,57,8.4257,1018,142.1721507,KW,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YIWUKEYIRIRTPP-UHFFFAOYSA-N,421,2-Ethylhexan-1-ol,"1-Hexanol, 2-ethyl-",104-76-7,C8H18O,57,9.0689,1030,130.1357652,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCOMUEMCOXVZNI-UHFFFAOYSA-N,423,S-Methyl dimethylthiocarbamate  ,"Carbamothioic acid, dimethyl-, S-methyl ester",3013-02-3,C4H9NOS,72,8.8475,993,119.040485,,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICKWICRCANNIBI-UHFFFAOYSA-N,424,"2,4-Di-tert-butylphenol","2,4-Di-tert-butylphenol",96-76-4,C14H22O,191,16.8356,1514,206.1670653,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHIVVAPYMSGYDF-UHFFFAOYSA-N,425,Cyclohexyl ketone,Cyclohexanone,108-94-1,C6H10O,98,5.9174,894,98.073165,,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJPPXNXOEVDSRW-UHFFFAOYSA-N,426,Isopropyl laurate,"Dodecanoic acid, 1-methylethyl ester",10233-13-3,C15H30O2,102,18.2616,1618,242.22458,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KQWGXHWJMSMDJJ-UHFFFAOYSA-N,427,Isocyanatocyclohexane,"Cyclohexane, isocyanato-",3173-53-3,C7H11NO,97,8.3248,1086,125.084064,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFZWRUODUSTPEG-UHFFFAOYSA-N,428,"1,3-Dichloro-4-hydroxybenzene","Phenol, 2,4-dichloro-",120-83-2,C6H4Cl2O,162,11.701,1186,161.96392,,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYTYCFOTNPOANT-UHFFFAOYSA-N,429,"1,1,2,2-Tetrachloroethene",Tetrachloroethene,127-18-4,C2Cl4,166,4.0999,815,163.875411,"LHKW, Std",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUHZEENZYGFFBQ-UHFFFAOYSA-N,430,"2,4,6-Trimethylbenzene",Mesitylene,108-67-8,C9H12,105,7.69,972,120.0939,,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWHJZXXIDMPWGX-UHFFFAOYSA-N,431,"1,3,4-Trimethylbenzene","1,2,4-Trimethylbenzene              P434",95-63-6,C9H12,105,7.6896,990,120.0939,,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUOUZKKEUPVFJK-LHNTUAQVSA-N,432,"(~2~H_10_)-1,1'-Biphenyl",ISTD Biphenyl d10,1486-01-7,C12D10,164,15.0023,1375,164.1410178,IS 50µl (500ng/l),97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URAYPUMNDPQOKB-UHFFFAOYSA-N,433,"Propane-1,2,3-triyl triacetate",Triacetin,102-76-1,C9H14O6,103,14.5833,1350,218.0790382,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUMNYLRZRPPJDN-UHFFFAOYSA-N,434,Benzaldehyde,Benzaldehyde,100-52-7,C7H6O,105,7.4656,962,106.0418648,Öl der Bittermandel,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIYFAKIEWZDVMP-UHFFFAOYSA-N,435,Tridecane,Tridecane,629-50-5,C13H28,57,13.8288,1300,184.219101,KW,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXLOVSHXALFLKQ-UHFFFAOYSA-N,436,4-Methylbenzaldehyde,"Benzaldehyde, 4-methyl-",104-87-0,C8H8O,119,10.0909,1079,120.0575149,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAPVYZRWKDXNDK-UHFFFAOYSA-N,438,4-Octyl-N-(4-octylphenyl)aniline,"Benzenamine, 4-octyl-N-(4-octylphenyl)-",101-67-7,C28H43N,322,30.6028,3184,393.33955,,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTJFFFGAUHQWII-UHFFFAOYSA-N,439,"Hexanedioic acid, 1,6-dibutyl ester",Dibutyl adipate,105-99-7,C14H26O4,129,19.9074,1766,258.18311,,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMMGMWAXVFQUOA-UHFFFAOYSA-N,440,"2,2,4,4,6,6,8,8-Octamethyl-1,3,5,7,2,4,6,8-tetroxatetrasilocane","Cyclotetrasiloxane, octamethyl-",556-67-2,C8H24O4Si4,281,8.479,994,296.0751654,Säule,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZVLSVDOZUWIUIJ-UHFFFAOYSA-N  ,441,"2-Isopentyl-3,5-dimethylpyrazine","2-(3-Methylbutyl)-3,5-dimethylpyrazine",111150-30-2,C11H18N2,122,14.4218,1341,178.146998,,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINHMKGKINIASC-UHFFFAOYSA-N,442,Tetramethylpyrazine,"Pyrazine, tetramethyl-",1124-11-4,C8H12N2,136,10.196,1088,136.1000484,,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAUDZVJPLUQNMU-KTKRTIGZSA-N,443,(13Z)-13-Docosenamide,"13-Docosenamide, (Z)-",112-84-5,C22H43NO,59,29.2707,2793,337.334465,,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURPTKYDGMDSBL-UHFFFAOYSA-N,444,n-Dibutyl ether,n-Butyl ether,142-96-1,C8H18O,57,5.6941,858,130.135765,,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVUGZKDGWGKCFE-UHFFFAOYSA-N,446,"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydro-2-naphthalenyl)ethanone",Amberonne (isomer 2),54464-57-2,C16H26O,191,18.855,1658,234.198365,"Related CAS#: 54464-57-2, 1000470-69-8",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWPICVVBGZBXNA-UHFFFAOYSA-N,447,"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",Dioctyl terephthalate,6422-86-2,C24H38O4,149,28.9732,2756,390.27701,Weichmacher/ Phthalat,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRUGFHHEKLYFPC-UHFFFAOYSA-N,448,"4-(2-Cyanoethyl)-1,2,3,4-tetrahydro-1-naphthalenecarbonitrile  #","3-[1-(4-Cyano-1,2,3,4-tetrahydronaphthyl)]propanenitrile",57964-40-6,C14H14N2,129,22.2123,1978,210.115699,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTBIMNXEDGNJFE-UHFFFAOYSA-N,450,"2,3,6-Collidine","Pyridine, 2,3,6-trimethyl-",1462-84-6,C8H11N,121,8.1774,1003,121.0891495,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFFLAFLAYFXFSW-UHFFFAOYSA-N,451,"Benzene, 1,2-dichloro-","1,2-Dichlorobenzene",95-50-1,C6H4Cl2,146,9.1096,1043,145.969006,LHKW-Std,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCJBOOLMMGQPQU-UHFFFAOYSA-N,452,"Benzene, 1,4-dichloro-","1,4-Dichlorobenzene",106-46-7,C6H4Cl2,146,8.6264,1021,145.969006,LHKW-Std,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWGFKTVRMDUZSP-UHFFFAOYSA-N,453,Isopropylbenzene,Cumen,98-82-8,C9H12,105,6.5962,922,120.0939,LHKW-Std,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTQNGGLPUBDAKN-UHFFFAOYSA-N,454,o-Xylene,"1,2-Dimethylbenzene",95-47-6,C8H10,91,5.8353,888,106.0782504,LHKW-Std,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIKBFYAXUHHXCS-UHFFFAOYSA-N,455,Tribromomethane,Tribromomethane,75-25-2,CHBr3,173,5.6485,892,249.762836,LHKW-Std,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URLKBWYHVLBVBO-UHFFFAOYSA-N,457,p-Xylene,"1,4-Dimethylbenzene",106-42-3,C8H10,91,5.313,865,106.0782504,LHKW-Std,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNQLUTRBYVCPMQ-UHFFFAOYSA-N,458,Ethylbenzene,Ethylbenzene,100-41-4,C8H10,91,5.1374,855,106.0782503,LHKW-Std,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVPPADPHJFYWMZ-UHFFFAOYSA-N,459,Phenyl Chloride,Chlorobenzene,108-90-7,C6H5Cl,112,4.8111,849,112.007978,LHKW-Std,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VKPSKYDESGTTFR-UHFFFAOYSA-N,460,"2,2,4,6,6-Pentamethylheptane","Heptane, 2,2,4,6,6-pentamethyl-",13475-82-6,C12H26,57,8.1426,990,170.203451,,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLZUEZXRPGMBCV-UHFFFAOYSA-N,461,BHT,Butylated Hydroxytoluene,128-37-0,C15H24O,205,16.8841,1513,220.182715,std,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXYYSGDWQCSKKO-UHFFFAOYSA-N,462,"2-Methyl-1,3-benzothiazole","Benzothiazole, 2-methyl-",120-75-2,C8H7NS,149,13.7783,1281,149.029921,std,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQWPFSLDHJDLRL-UHFFFAOYSA-N,463,TEP,Triethyl phosphate,78-40-0,C6H15O4P,99,11.0166,1137,182.070796,std,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSEQXVZVJXJVFP-UHFFFAOYSA-N,464,"1-[3-(Dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile",Citalopram,59729-33-8,C20H21FN2O,58,26.7203,2407,324.163792,std,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEDUAINPPJYDJZ-UHFFFAOYSA-N,465,"1,3-Benzothiazol-2-ol",2(3H)-Benzothiazolone,934-34-9,C7H5NOS,151,18.9831,1630,151.009185,std,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
