InChiKey_GC_Name,ID_UALib,Name1_UALib,Name2_UALib,CAS_UALib,Formel_UALib,BPMZ_UALib,RT_UALib,RI_UALib,MW_UALib,Bem_UALib,MF_UALib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIQCNGHVCWTJSM-UHFFFAOYSA-N,466,"Dimethyl benzene-1,2-dicarboxylate",Dimethyl phthalate,131-11-3,C10H10O4,163,16.119,1454,194.057909,PHTH std,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLKPEMZONWLCSK-UHFFFAOYSA-N,467,"Diethyl benzene-1,2-dicarboxylate",Diethyl phthalate,84-66-2,C12H14O4,149,17.9468,1598,222.0892089,PHTH std,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOIRQSBPFJWKBE-UHFFFAOYSA-N,468,"Dibutyl benzene-1,2-dicarboxylate",Dibutyl phthalate,84-74-2,C16H22O4,149,22.0844,1973,278.1518092,PHTH std,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIAEXORFWYRCZ-UHFFFAOYSA-N,469,"Benzyl butyl benzene-1,2-dicarboxylate",Benzyl butyl phthalate,85-68-7,C19H20O4,149,25.821,2336,312.1361591,PHTH std,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJQHLKABXJIVAM-UHFFFAOYSA-N,470,"Bis(2-ethylhexyl) benzene-1,2-dicarboxylate",Bis(2-ethylhexyl) phthalate,117-81-7,C24H38O4,149,27.4294,2559,390.27701,PHTH std,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQIUGAXCHLFZKX-UHFFFAOYSA-N,471,"Dioctyl benzene-1,2-dicarboxylate",Di-n-octyl phthalate,117-84-0,C24H38O4,149,28.8969,2746,390.27701,PHTH std,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMNISWKTOHUZQN-UHFFFAOYSA-N,473,"1,3,5-Trichloro-2,4,6-trimethylbenzene",alpha HCH d6 (IS),5324-68-5,C9H9Cl3,224,19.1854,1706,221.977,CKW std IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRCCEHPWNOQAEU-UHFFFAOYSA-N,474,"1,4,5,6,7,8,8-Heptachloro-3a,4,7,7a-tetrahydro-1H-4,7-methanoindene",Heptachlor,76-44-8,C10H5Cl7,100,21.5872,1887,369.821095,CKW std,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,475,"(1R,4S,4aS,5S,8R,8aR)-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",Aldrin,309-00-2,C12H8Cl6,263,22.3232,1955,361.875717,CKW std,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZXFXBSWRVIQKOD-HWKPLSEASA-N,476,cis Heptachlor epoxide (Isomer B),Heptachlor epoxide,1024-57-3,C10H5Cl7O,353,23.1623,2015,385.816008,CKW std,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDYMFSUJUZBWLH-AZVNHNRSSA-N,477,Endosulfan I,alpha Endosulfan,959-98-8,C9H6Cl6O3S,195,23.8985,2114,403.816881,CKW std,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCNVFOCBFJOQAL-UHFFFAOYSA-N,478,"1,1'-(2,2-Dichloroethene-1,1-diyl)bis(4-chlorobenzene)","p,p'-DDE",72-55-9,C14H8Cl4,246,24.3673,2169,315.938011,CKW std,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFBKLUNHFCTMDC-PICURKEMSA-N,479,"rel-(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene",Dieldrin,60-57-1,C12H8Cl6O,79,24.4239,2167,377.87063,CKW std,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFBKLUNHFCTMDC-GKRDHZSOSA-N,480,"rel-(1aR,2R,2aR,3R,6S,6aS,7S,7aS)-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene",Endrin,72-20-8,C12H8Cl6O,263,24.863,2211,377.87063,CKW std,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDYMFSUJUZBWLH-BRZMKDEISA-N,481,Endosulfan II,beta Endosulfan,33213-65-9,C9H6Cl6O3S,195,25.0463,2236,403.816881,CKW std,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHJKRLASYNVKDZ-UHFFFAOYSA-N,482,"1,1-Dichloro-2,2-bis(p-chlorophenyl)ethane","p,p DDD",72-54-8,C14H10Cl4,235,25.1978,2293,317.953661,CKW std,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCTWZIFNBBCVGM-YFQUMFGZSA-N,483,"1,2,4-Methenocyclopenta[cd]pentalene-5-carboxaldehyde, 2,2a,3,3,4,7-hexachlorodecahydro-, (1.alpha.,2.beta.,2a.beta.,4.beta.,4a.beta.,5.beta.,6a.beta.,6b.beta.,7R*)-",Endrin aldehyde,7421-93-4,C12H8Cl6O,67,25.4191,2261,377.87063,CKW,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPVQEMYVNZIOO-DDYGQXQVSA-N,484,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro- 6,9-methano-2,4,3-benzodioxathiepin-3,3-dioxide",Endosulfan sulfate,1031-07-8,C9H6Cl6O4S,272,25.8884,2362,419.811796,CKW,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVGGHNCTFXOJCH-UHFFFAOYSA-N,486,"1,1'-(2,2,2-Trichloroethane-1,1-diyl)bis(4-chlorobenzene)","p,p'-DDT",50-29-3,C14H9Cl5,235,25.9254,2334,351.914688,CKW std,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVUGPAFCQJIYDT-UHFFFAOYSA-N,487,"1-Chloro-2-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene","o,p'-DDT",789-02-6,C14H9Cl5,235,25.92,2270,351.914688,CKW std,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVUGZKDGWGKCFE-UHFFFAOYSA-N,488,"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydro-2-naphthalenyl)ethanone",Amberonne (isomer 2),54464-57-2,C16H26O,191,18.8532,1658,234.198365,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVUGZKDGWGKCFE-UHFFFAOYSA-N,489,"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydro-2-naphthalenyl)ethanone",Amberonne (isomer 3),1000470-69-9,C16H26O,191,18.9324,1664,234.198365,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GECHUMIMRBOMGK-UHFFFAOYSA-N,490,4-Amino-N-(pyridin-2-yl)benzene-1-sulfonamide,Sulfapyridine,144-83-2,C11H11N3O2S,184,27.3008,2510,249.057198,std,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFDVRLIODXPAHB-UHFFFAOYSA-N,491,Tetradec-1-ene,1-Tetradecene,1120-36-1,C14H28,83,15.1169,1392,196.219101,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHJBCRBYDBNEIK-UHFFFAOYSA-N,493,(Undecan-2-yl)benzene,"Benzene, (1-methyldecyl)-",4536-88-3,C17H28,105,19.1565,1708,232.219101,,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGVOXXHNGYYHHB-UHFFFAOYSA-N,495,(Dodecan-3-yl)benzene,"Benzene, (1-ethyldecyl)-",2400-00-2,C18H30,91,19.8995,1766,246.234751,,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QYDYPVFESGNLHU-ZHACJKMWSA-N,496,Methyl (9E)-octadec-9-enoate,"9-Octadecenoic acid, methyl ester, (E)-",1937-62-8,C19H36O2,83,23.3552,2110,296.27153,,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKPFZGUDAPQIHT-UHFFFAOYSA-N,497,1-Butyl acetate,"Acetic acid, butyl ester",123-86-4,C6H12O2,56,4.2189,812,116.0837297,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKJMJYZFAWYREL-UHFFFAOYSA-N,498,Hexadecamethylcyclooctasiloxane,"Cyclooctasiloxane, hexadecamethyl-",556-68-3,C16H48O8Si8,73,18.7128,1704,592.1503308,Säule,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLBLWEWZXPIGSM-UHFFFAOYSA-N,499,"Benzenamine, 4,4'-oxybis-","4,4'-Oxydianiline",101-80-4,C12H12N2O,200,23.5814,2140,200.094963,std,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLYJVQDYLFAUFC-UHFFFAOYSA-N,500,"Palmitic acid, butyl ester","Hexadecanoic acid, butyl ester",111-06-8,C20H40O2,56,24.1568,2175,312.30283,,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULBTUVJTXULMLP-UHFFFAOYSA-N,501,"Stearic acid, butyl ester","Octadecanoic acid, butyl ester",123-95-5,C22H44O2,56,25.9601,2388,340.334131,,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJBNUMBKLMJRSA-UHFFFAOYSA-N,502,"N-(2-Piperidinylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide  ",Flecainide,54143-55-4,C17H20F6N2O3,84,25.0467,2231,414.137812,std,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRPRIAVYSREHAN-UHFFFAOYSA-N,503,(1-Methylundecyl)benzene,"Benzene, (1-methylundecyl)-",2719-61-1,C18H30,105,20.3366,1812,246.234751,,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQZZUXJYWNFBMV-UHFFFAOYSA-N,504,Dodecan-1-ol,1-Dodecanol,112-53-8,C12H26O,83,16.2687,1474,186.198365,,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHDHXBLZBVAPTL-UHFFFAOYSA-N,505,(Dodecan-4-yl)benzene,"Benzene, (1-propylnonyl)-",2719-64-4,C18H30,91,19.6487,1742,246.234751,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDQSIADLBQFVMY-UHFFFAOYSA-N,506,"2,6-Di-tert-butylcyclohexa-2,5-diene-1,4-dione","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",719-22-2,C14H20O2,177,16.2246,1472,220.14633,,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSQAXMRLBNXEHK-UHFFFAOYSA-N,507,(Undecan-4-yl)benzene,"Benzene, (1-propyloctyl)-",4536-86-1,C17H28,91,18.4513,1643,232.219101,,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYHJQFMTTFCBKH-UHFFFAOYSA-N,508,(Dodecan-6-yl)benzene,"Benzene, (1-pentylheptyl)-",2719-62-2,C18H30,91,19.4399,1726,246.234751,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JWUXJYZVKZKLTJ-UHFFFAOYSA-N,509,"2,2,6,6-Tetramethylpiperidin-4-one","4-Piperidinone, 2,2,6,6-tetramethyl-",826-36-8,C9H17NO,140,10.6851,1137,155.1310142,"Vincubina, Odoratine",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVWYEQOVUDKZNU-UHFFFAOYSA-N,510,3-Methylbenzaldehyde,"Benzaldehyde, 3-methyl-",620-23-5,C8H8O,119,10.0195,1071,120.0575147,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMKJGXCIJJXALX-SHUKQUCYSA-N,511,"Naphtho[2,1-b]furan-2(1H)-one, decahydro-3a,6,6,9a-tetramethyl-, (3aR,5aS,9aS,9bR)-",Sclareolide,564-20-5,C16H26O2,123,23.2367,2086,250.19328,,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZJRJXONCZWCBN-UHFFFAOYSA-N,512,Octadecane,Octadecane,593-45-3,C18H38,71,20.3848,1800,254.297351,KW,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCAYPVUWAIABOU-UHFFFAOYSA-N,513,Hexadecane,Hexadecane,544-76-3,C16H34,57,18.0324,1600,226.266051,KW,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LROJZZICACKNJL-UHFFFAOYSA-N,514,"2,4,5-Trimethylbenzaldehyde","Benzaldehyde, 2,4,5-trimethyl-",5779-72-6,C10H12O,147,14.0356,1364,148.088815,,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIHBHSQYSYVZQE-UHFFFAOYSA-N,515,"Hexane-1,6-diyl diprop-2-enoate",Hexamethylene diacrylate,13048-33-4,C12H18O4,55,17.8694,1602,226.120509,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUKGYYKBILRGFE-UHFFFAOYSA-N,516,Benzyl acetate,"Acetic acid, phenylmethyl ester",140-11-4,C9H10O2,108,11.7623,1164,150.06808,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QNODIIQQMGDSEF-UHFFFAOYSA-N,517,(1-Hydroxycyclohexyl)(phenyl)methanone,"Methanone, (1-hydroxycyclohexyl)phenyl-",947-19-3,C13H16O2,99,19.2597,1687,204.115029,,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBWFPYRVHYLXEU-UHFFFAOYSA-N,518,3-Hydroxy-3-phenylbutan-2-one,3-Hydroxy-3-phenylbutan-2-one,3155-01-9,C10H12O2,121,13.469,1320,164.08373,,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDSFAEKRVUSQDD-UHFFFAOYSA-N,519,Dimethyl hexanedioate,"Hexanedioic acid, dimethyl ester",627-93-0,C8H14O4,114,13.0796,1243,174.089209,,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHFKYDMBUMLWDA-UHFFFAOYSA-N,520,2-Phenoxyethyl acetate,"Ethanol, 2-phenoxy-, acetate",6192-44-5,C10H12O3,87,15.2264,1427,180.078644,,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POOSGDOYLQNASK-UHFFFAOYSA-N,521,Tetracosane,Tetracosane,646-31-1,C24H50,71,26.2411,2400,338.391253,KW,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTDYIOOONNVFMA-UHFFFAOYSA-N,522,Dimethyl pentanedioate,"Pentanedioic acid, dimethyl ester",1119-40-0,C7H12O4,100,11.2804,1135,160.073559,,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOZVHXUHUFLZGK-UHFFFAOYSA-N,523,"Dimethyl benzene-1,4-dicarboxylate","1,4-Benzenedicarboxylic acid, dimethyl ester",120-61-6,C10H10O4,163,16.8205,1515,194.057909,,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLPJNCYCZORXHG-UHFFFAOYSA-N,524,1-(Morpholin-4-yl)prop-2-en-1-one,N-Acryloylmorpholine,5117-12-4,C7H11NO2,86,13.4552,1146,141.078979,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GISVICWQYMUPJF-UHFFFAOYSA-N,525,"2,4-Dimethylbenzaldehyde","Benzaldehyde, 2,4-dimethyl-",15764-16-6,C9H10O,133,12.6408,1181,134.073165,,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XMLYCEVDHLAQEL-UHFFFAOYSA-N,526,2-Hydroxy-2-methyl-1-phenylpropan-1-one,2-Hydroxy-iso-butyrophenone,7473-98-5,C10H12O2,59,13.7172,1278,164.08373,,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBZRJSQZCBXRGK-XYPYZODXSA-N,527,"(1r,4r)-4-tert-Butylcyclohexyl acetate","Cyclohexanol, 4-(1,1-dimethylethyl)-, acetate, trans-",1900-69-2,C12H22O2,82,15.0235,1322,198.16198,,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNKZMNRKLCTJAY-UHFFFAOYSA-N,528,1-(4-Methylphenyl)ethan-1-one,"Ethanone, 1-(4-methylphenyl)-",122-00-9,C9H10O,119,12.1208,1183,134.073165,,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCXPVFLEDIQLLO-UHFFFAOYSA-N,529,(Tridecan-2-yl)benzene,"Benzene, (1-methyldodecyl)-",4534-53-6,C19H32,105,21.6421,1916,260.2504,,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUXOBHXGJLMRAB-UHFFFAOYSA-N,530,Dimethyl butanedioate,"Butanedioic acid, dimethyl ester",106-65-0,C6H10O4,115,9.2969,1030,146.057909,,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMSWAIKSFDFLKN-UHFFFAOYSA-N,531,Hexacosane,Hexacosane,630-01-3,C26H54,71,27.8945,2600,366.422552,KW,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZTIRLOLMGVVEK-UHFFFAOYSA-N,532,(Tridecan-5-yl)benzene,"Benzene, (1-butylnonyl)-",4534-50-3,C19H32,91,20.8218,1826,260.2504,,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJOVHMDZYOCNQW-UHFFFAOYSA-N,533,"3,5,5-Trimethylcyclohex-2-en-1-one",Isophorone,78-59-1,C9H14O,82,10.9787,1123,138.1044655,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYURHZPYMFLWSH-UHFFFAOYSA-N,534,Octacosane,Octacosane,630-02-4,C28H58,57,29.4278,2800,394.453852,KW,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XSAYZAUNJMRRIR-UHFFFAOYSA-N,535,1-(Naphthalen-2-yl)ethan-1-one,2-Naphthyl methyl ketone,93-08-3,C12H10O,155,18.3391,1620,170.073165,,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTALPKYXQZGAEG-UHFFFAOYSA-N,536,2-(Propan-2-yl)-9H-thioxanthen-9-one,"9H-Thioxanthen-9-one, 2-(1-methylethyl)-",5495-84-1,C16H14OS,239,26.3079,2349,254.076536,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVZJLSYJROEPSQ-UHFFFAOYSA-N,537,"1,2-Dimethylcyclohexane","Cyclohexane, 1,2-dimethyl- (cis/trans)",583-57-3,C8H16,97,4.5692,800,112.1252007,,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVHBFHMWJJMQTG-UHFFFAOYSA-N,538,(Undecan-3-yl)benzene,"Benzene, (1-ethylnonyl)-",4536-87-2,C17H28,91,18.8937,1670,232.219101,,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCSGHNKDXGYELG-UHFFFAOYSA-N,539,"1,1'-[Ethane-1,2-diylbis(oxy)]dibenzene","Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-",104-66-5,C14H14O2,77,20.5448,1811,214.09938,,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZGVZPAWCGDMCK-UHFFFAOYSA-N,540,(Tridecan-4-yl)benzene,"Benzene, (1-propyldecyl)-",4534-51-4,C19H32,91,20.9615,1840,260.2504,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZVINYQDSSQUKO-UHFFFAOYSA-N,541,2-Phenoxyethyl prop-2-enoate,.beta.-Phenoxyethyl acrylate,48145-04-6,C11H12O3,99,16.4101,1425,192.078644,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPAWGLOPXKCTCV-UHFFFAOYSA-N,542,(Dodecan-5-yl)benzene,"Benzene, (1-butyloctyl)-",2719-63-3,C18H30,91,19.6891,1730,246.234751,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDTJIQUCOLHYDL-UHFFFAOYSA-N,543,(Decan-2-yl)benzene,"Benzene, (1-methylnonyl)-",4537-13-7,C16H26,105,18.0972,1616,218.203451,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYVIFMPVFLOTLN-UHFFFAOYSA-N,544,(Decan-3-yl)benzene,"Benzene, (1-ethyloctyl)-",4621-36-7,C16H26,91,17.6409,1568,218.203451,,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKDLTXYXODKDEA-UHFFFAOYSA-N,545,1-Phenylbutan-2-one,1-Phenyl-2-butanone,1007-32-5,C10H12O,91,12.8217,1192,148.088815,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLOPHJMYWXXKTM-UHFFFAOYSA-N,546,"1,3,6-Dioxathiocane","1,3,6-Dioxathiocane",2094-92-0,C5H10O2S,134,10.0645,1078,134.040151,,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVSZLXZYQVIEFR-UHFFFAOYSA-N,547,m-Xylene,"1,3-Dimethylbenzene",108-38-3,C8H10,91,5.2898,866,106.0782503,LHKW-Std,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATBGEAMYMYZAF-UHFFFAOYSA-N,548,(9Z)-Octadec-9-enamide,"9-Octadecenamide, (Z)-",301-02-0,C18H35NO,59,25.7815,2386,281.271864,,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOXQRTZXKQZDDN-UHFFFAOYSA-N,549,2-Ethylhexyl prop-2-enoate,2-Ethylhexyl acrylate,103-11-7,C11H20O2,70,12.6218,1220,184.14633,,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLKWZIFZMJLFL-UHFFFAOYSA-N,550,1-Phenoxypropan-2-ol,1-Phenoxypropan-2-ol,770-35-4,C9H12O2,94,12.9372,1251,152.08373,,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
